Team,Year,Week,Points,Pts_Against,Result,Opponent,W,L,D
SPURLOCK,2010,14,60.00,97,L,MITCH,0,1,0
SPURLOCK,2010,15,58.00,81,L,TIERNAN,0,1,0
SPURLOCK,2010,16,119.00,42,W,TEPE,1,0,0
SPURLOCK,2010,17,78.00,73,W,DUKE,1,0,0
KERN,2010,1,92.00,68,W,PETERS,1,0,0
KERN,2010,2,95.00,60,W,LOTH,1,0,0
KERN,2010,3,110.00,65,W,MEADE,1,0,0
KERN,2010,4,83.00,81,W,KLENK,1,0,0
KERN,2010,5,88.00,49,W,SPURLOCK,1,0,0
KERN,2010,6,71.00,92,L,DUKE,0,1,0
KERN,2010,7,66.00,114,L,CRAIG,0,1,0
KERN,2010,8,74.00,84,L,HAMM,0,1,0
KERN,2010,9,55.00,90,L,TEPE,0,1,0
KERN,2010,10,51.00,49,W,MITCH,1,0,0
KERN,2010,11,79.00,56,W,TIERNAN,1,0,0
KERN,2010,12,97.00,99,L,MEADE,0,1,0
KERN,2010,13,66.00,59,W,KLENK,1,0,0
KERN,2010,14,66.00,98,L,MEADE,0,1,0
KERN,2010,15,86.00,107,L,MITCH,0,1,0
KERN,2010,16,88.00,96,L,LOTH,0,1,0
KERN,2010,17,83.00,105,L,LOTH,0,1,0
DUKE,2010,1,54.00,68,L,MITCH,0,1,0
DUKE,2010,2,87.00,117,L,TEPE,0,1,0
DUKE,2010,3,55.00,85,L,KLENK,0,1,0
DUKE,2010,4,87.00,62,W,CRAIG,1,0,0
DUKE,2010,5,73.00,86,L,PETERS,0,1,0
DUKE,2010,6,92.00,71,W,KERN,1,0,0
DUKE,2010,7,12.00,118,L,MEADE,0,1,0
DUKE,2010,8,66.00,15,W,TIERNAN,1,0,0
DUKE,2010,9,55.00,126,L,LOTH,0,1,0
DUKE,2010,10,51.00,106,L,HAMM,0,1,0
DUKE,2010,11,92.00,92,D,SPURLOCK,0,0,1
DUKE,2010,12,56.00,47,W,MITCH,1,0,0
DUKE,2010,13,102.00,102,D,SPURLOCK,0,0,1
DUKE,2010,14,72.00,94,L,TEPE,0,1,0
DUKE,2010,15,89.00,65,W,TEPE,1,0,0
DUKE,2010,16,64.00,74,L,KLENK,0,1,0
DUKE,2010,17,73.00,78,L,SPURLOCK,0,1,0
KLENK,2010,1,87.00,81,W,LOTH,1,0,0
KLENK,2010,2,81.00,71,W,TIERNAN,1,0,0
KLENK,2010,3,85.00,55,W,DUKE,1,0,0
KLENK,2010,4,81.00,83,L,KERN,0,1,0
KLENK,2010,5,56.00,82,L,CRAIG,0,1,0
KLENK,2010,6,102.00,75,W,PETERS,1,0,0
KLENK,2010,7,43.00,87,L,TEPE,0,1,0
KLENK,2010,8,38.00,96,L,MEADE,0,1,0
KLENK,2010,9,48.00,102,L,HAMM,0,1,0
KLENK,2010,10,62.00,29,W,SPURLOCK,1,0,0
KLENK,2010,11,81.00,76,W,MITCH,1,0,0
KLENK,2010,12,85.00,81,W,TIERNAN,1,0,0
KLENK,2010,13,59.00,66,L,KERN,0,1,0
KLENK,2010,14,83.00,115,L,LOTH,0,1,0
KLENK,2010,15,90.00,107,L,PETERS,0,1,0
KLENK,2010,16,74.00,64,W,DUKE,1,0,0
KLENK,2010,17,45.00,52,L,PETERS,0,1,0
TEPE,2010,1,116.00,77,W,SPURLOCK,1,0,0
TEPE,2010,2,117.00,87,W,DUKE,1,0,0
TEPE,2010,3,57.00,127,L,MITCH,0,1,0
TEPE,2010,4,47.00,81,L,PETERS,0,1,0
TEPE,2010,5,91.00,107,L,MEADE,0,1,0
TEPE,2010,6,45.00,68,L,TIERNAN,0,1,0
TEPE,2010,7,87.00,43,W,KLENK,1,0,0
TEPE,2010,8,35.00,103,L,CRAIG,0,1,0
TEPE,2010,9,90.00,55,W,KERN,1,0,0
TEPE,2010,10,87.00,99,L,LOTH,0,1,0
TEPE,2010,11,68.00,137,L,HAMM,0,1,0
TEPE,2010,12,69.00,102,L,SPURLOCK,0,1,0
TEPE,2010,13,51.00,67,L,MITCH,0,1,0
TEPE,2010,14,94.00,72,W,DUKE,1,0,0
TEPE,2010,15,65.00,89,L,DUKE,0,1,0
TEPE,2010,16,42.00,119,L,SPURLOCK,0,1,0
TEPE,2010,17,47.00,52,L,TIERNAN,0,1,0
HAMM,2009,1,76.00,103,L,CRAIG,0,1,0
HAMM,2009,2,101.00,115,L,TEPE,0,1,0
HAMM,2009,3,110.00,74,W,PETERS,1,0,0
HAMM,2009,4,111.00,90,W,DUKE,1,0,0
HAMM,2009,5,105.00,73,W,LOTH,1,0,0
HAMM,2009,6,106.00,112,L,HOFFY,0,1,0
HAMM,2009,7,84.00,140,L,MEADE,0,1,0
HAMM,2009,8,95.00,87,W,KERN,1,0,0
HAMM,2009,9,83.00,72,W,KLENK,1,0,0
HAMM,2009,10,97.00,76,W,CRAIG,1,0,0
HAMM,2009,11,86.00,111,L,TEPE,0,1,0
HAMM,2009,12,82.00,81,W,PETERS,1,0,0
HAMM,2009,13,118.00,50,W,DUKE,1,0,0
HAMM,2009,14,219.00,189,W,MEADE,1,0,0
HAMM,2009,16,171.00,184,L,KERN,0,1,0
CRAIG,2009,1,103.00,76,W,HAMM,1,0,0
CRAIG,2009,2,100.00,109,L,PETERS,0,1,0
CRAIG,2009,3,56.00,61,L,LOTH,0,1,0
CRAIG,2009,4,91.00,65,W,MEADE,1,0,0
CRAIG,2009,5,109.00,43,W,KLENK,1,0,0
CRAIG,2009,6,85.00,140,L,TEPE,0,1,0
CRAIG,2009,7,84.00,87,L,DUKE,0,1,0
CRAIG,2009,8,72.00,72,D,HOFFY,0,0,1
CRAIG,2009,9,71.00,83,L,KERN,0,1,0
CRAIG,2009,10,76.00,97,L,HAMM,0,1,0
CRAIG,2009,11,89.00,91,L,PETERS,0,1,0
CRAIG,2009,12,90.00,80,W,LOTH,1,0,0
CRAIG,2009,13,73.00,104,L,MEADE,0,1,0
CRAIG,2009,14,146.00,181,L,DUKE,0,1,0
CRAIG,2009,16,207.00,146,W,PETERS,1,0,0
LOTH,2009,1,80.00,88,L,HOFFY,0,1,0
LOTH,2009,2,85.00,89,L,KERN,0,1,0
LOTH,2009,3,61.00,56,W,CRAIG,1,0,0
LOTH,2009,4,52.00,62,L,PETERS,0,1,0
LOTH,2009,5,73.00,105,L,HAMM,0,1,0
LOTH,2009,6,81.00,113,L,MEADE,0,1,0
LOTH,2009,7,90.00,115,L,KLENK,0,1,0
LOTH,2009,8,68.00,57,W,TEPE,1,0,0
LOTH,2009,9,126.00,68,W,DUKE,1,0,0
LOTH,2009,10,67.00,76,L,HOFFY,0,1,0
LOTH,2009,11,100.00,87,W,KERN,1,0,0
LOTH,2009,12,80.00,90,L,CRAIG,0,1,0
LOTH,2009,13,77.00,58,W,PETERS,1,0,0
LOTH,2009,14,176.00,143,W,PETERS,1,0,0
LOTH,2009,16,152.00,187,L,TEPE,0,1,0
TEPE,2009,1,53.00,72,L,KLENK,0,1,0
TEPE,2009,2,115.00,101,W,HAMM,1,0,0
TEPE,2009,3,75.00,125,L,DUKE,0,1,0
TEPE,2009,4,44.00,46,L,HOFFY,0,1,0
TEPE,2009,5,53.00,66,L,KERN,0,1,0
TEPE,2009,6,140.00,85,W,CRAIG,1,0,0
TEPE,2009,7,63.00,54,W,PETERS,1,0,0
TEPE,2009,8,57.00,68,L,LOTH,0,1,0
TEPE,2009,9,76.00,97,L,MEADE,0,1,0
TEPE,2009,10,82.00,79,W,KLENK,1,0,0
TEPE,2009,11,111.00,86,W,HAMM,1,0,0
TEPE,2009,12,70.00,73,L,DUKE,0,1,0
TEPE,2009,13,80.00,74,W,HOFFY,1,0,0
TEPE,2009,14,168.00,162,W,HOFFY,1,0,0
TEPE,2009,16,187.00,152,W,LOTH,1,0,0
PETERS,2009,1,80.00,123,L,KERN,0,1,0
PETERS,2009,2,109.00,100,W,CRAIG,1,0,0
PETERS,2009,3,74.00,110,L,HAMM,0,1,0
PETERS,2009,4,62.00,52,W,LOTH,1,0,0
PETERS,2009,5,101.00,76,W,MEADE,1,0,0
PETERS,2009,6,47.00,99,L,KLENK,0,1,0
PETERS,2009,7,54.00,63,L,TEPE,0,1,0
PETERS,2009,8,72.00,71,W,DUKE,1,0,0
PETERS,2009,9,78.00,85,L,HOFFY,0,1,0
PETERS,2009,10,60.00,39,W,KERN,1,0,0
PETERS,2009,11,91.00,89,W,CRAIG,1,0,0
PETERS,2009,12,81.00,82,L,HAMM,0,1,0
PETERS,2009,13,58.00,77,L,LOTH,0,1,0
PETERS,2009,14,143.00,176,L,LOTH,0,1,0
PETERS,2009,16,146.00,207,L,CRAIG,0,1,0
DUKE,2009,1,73.00,88,L,MEADE,0,1,0
DUKE,2009,2,71.00,78,L,KLENK,0,1,0
DUKE,2009,3,125.00,75,W,TEPE,1,0,0
DUKE,2009,4,90.00,111,L,HAMM,0,1,0
DUKE,2009,5,69.00,77,L,HOFFY,0,1,0
DUKE,2009,6,23.00,83,L,KERN,0,1,0
DUKE,2009,7,87.00,84,W,CRAIG,1,0,0
DUKE,2009,8,71.00,72,L,PETERS,0,1,0
DUKE,2009,9,68.00,126,L,LOTH,0,1,0
DUKE,2009,10,102.00,76,W,MEADE,1,0,0
DUKE,2009,11,72.00,75,L,KLENK,0,1,0
DUKE,2009,12,73.00,70,W,TEPE,1,0,0
DUKE,2009,13,50.00,118,L,HAMM,0,1,0
DUKE,2009,14,181.00,146,W,CRAIG,1,0,0
DUKE,2009,16,112.00,170,L,HOFFY,0,1,0
MEADE,2009,1,88.00,73,W,DUKE,1,0,0
MEADE,2009,2,82.00,65,W,HOFFY,1,0,0
MEADE,2009,3,50.00,70,L,KERN,0,1,0
MEADE,2009,4,65.00,91,L,CRAIG,0,1,0
MEADE,2009,5,76.00,101,L,PETERS,0,1,0
MEADE,2009,6,113.00,81,W,LOTH,1,0,0
MEADE,2009,7,140.00,84,W,HAMM,1,0,0
MEADE,2009,8,50.00,76,L,KLENK,0,1,0
MEADE,2009,9,97.00,76,W,TEPE,1,0,0
MEADE,2009,10,76.00,102,L,DUKE,0,1,0
MEADE,2009,11,85.00,73,W,HOFFY,1,0,0
MEADE,2009,12,107.00,88,W,KERN,1,0,0
MEADE,2009,13,104.00,73,W,CRAIG,1,0,0
MEADE,2009,14,189.00,219,L,HAMM,0,1,0
MEADE,2009,16,99.00,163,L,KLENK,0,1,0
KLENK,2009,1,72.00,53,W,TEPE,1,0,0
KLENK,2009,2,78.00,71,W,DUKE,1,0,0
KLENK,2009,3,97.00,91,W,HOFFY,1,0,0
KLENK,2009,4,76.00,62,W,KERN,1,0,0
KLENK,2009,5,43.00,109,L,CRAIG,0,1,0
KLENK,2009,6,99.00,47,W,PETERS,1,0,0
KLENK,2009,7,115.00,90,W,LOTH,1,0,0
KLENK,2009,8,76.00,50,W,MEADE,1,0,0
KLENK,2009,9,72.00,83,L,HAMM,0,1,0
KLENK,2009,10,79.00,82,L,TEPE,0,1,0
KLENK,2009,11,75.00,72,W,DUKE,1,0,0
KLENK,2009,12,102.00,78,W,HOFFY,1,0,0
KLENK,2009,13,74.00,90,L,KERN,0,1,0
KLENK,2009,14,145.00,202,L,KERN,0,1,0
KLENK,2009,16,163.00,99,W,MEADE,1,0,0
HOFFY,2009,1,88.00,80,W,LOTH,1,0,0
HOFFY,2009,2,65.00,82,L,MEADE,0,1,0
HOFFY,2009,3,91.00,97,L,KLENK,0,1,0
HOFFY,2009,4,46.00,44,W,TEPE,1,0,0
HOFFY,2009,5,77.00,69,W,DUKE,1,0,0
HOFFY,2009,6,112.00,106,W,HAMM,1,0,0
HOFFY,2009,7,79.00,111,L,KERN,0,1,0
HOFFY,2009,8,72.00,72,D,CRAIG,0,0,1
HOFFY,2009,9,85.00,78,W,PETERS,1,0,0
HOFFY,2009,10,76.00,67,W,LOTH,1,0,0
HOFFY,2009,11,73.00,85,L,MEADE,0,1,0
HOFFY,2009,12,78.00,102,L,KLENK,0,1,0
HOFFY,2009,13,74.00,80,L,TEPE,0,1,0
HOFFY,2009,14,162.00,168,L,TEPE,0,1,0
HOFFY,2009,16,170.00,112,W,DUKE,1,0,0
KERN,2009,1,123.00,80,W,PETERS,1,0,0
KERN,2009,2,89.00,85,W,LOTH,1,0,0
KERN,2009,3,70.00,50,W,MEADE,1,0,0
KERN,2009,4,62.00,76,L,KLENK,0,1,0
KERN,2009,5,66.00,53,W,TEPE,1,0,0
KERN,2009,6,83.00,23,W,DUKE,1,0,0
KERN,2009,7,111.00,79,W,HOFFY,1,0,0
KERN,2009,8,87.00,95,L,HAMM,0,1,0
KERN,2009,9,83.00,71,W,CRAIG,1,0,0
KERN,2009,10,39.00,60,L,PETERS,0,1,0
KERN,2009,11,87.00,100,L,LOTH,0,1,0
KERN,2009,12,88.00,107,L,MEADE,0,1,0
KERN,2009,13,90.00,74,W,KLENK,1,0,0
KERN,2009,14,202.00,145,W,KLENK,1,0,0
KERN,2009,16,184.00,171,W,HAMM,1,0,0
